comment,amount,link
,0.5,https://etherscan.io/tx/0xc49e4bffca7a2e2237d4ff1a67afc2b46b7748a505f7223a395814f28a44fcfb
,0.0694,https://etherscan.io/tx/0x6ddb7cb7f1405eca26dc1b62fb63eab5d12664e3d94dc0681bc2cb959609ba2f
,0.11,https://etherscan.io/tx/0x058a3965a4345b57999e6b8ed1c227659fe75b6ac29295dda90ea4ba8c48690b
,0.2,https://etherscan.io/tx/0xf2f8b3f7892941a2516959c85a1ee0dd5799c18883ebb99f78badda2144f7ba3
,0.25,https://etherscan.io/tx/0xabe64f3375e4710933be0ed4eeb3dd1ac6aef88e6ade2358f76d10af79c16b0c
,0.25,https://etherscan.io/tx/0x968c81c8f68f2cec8298a0c627ecbc2e6d5cc1a7d5eef15ff844c0222743736b
,0.1,https://etherscan.io/tx/0x4772eb687e27d7ff36343893cd97acba5ae35c357302bf7f0fbc4945e0c10625
,0.1,https://etherscan.io/tx/0x33cb721cf11e356c13cf005b4a12aa5989f6592f004e1586daec838e394b0ed3
,0.025,https://etherscan.io/tx/0x28e1e54600940f88011be44aa6d0256b382207afefb274fe431c743579a92bce
,0.1,https://etherscan.io/tx/0x9f96214fa3a6537899d93504397c639ed4bae0fd721602ed3779108b6b2ff4f4
,0.001,https://etherscan.io/tx/0x89a0e2135fbf94cf292a2b966c7ae7f56262e8b00d09059e9d4c73b29ef0a68d
,1.1,https://etherscan.io/tx/0x4130c99bedf3d9009d84f25a97a2e3085260afba704ea3c821530d1246f88109
,0.05,https://etherscan.io/tx/0xd04d5782d1d8a3aa588b18158c24c4f9f8eeca2dc568ce7d07475d3cb3a69b7e
,0.35,https://etherscan.io/tx/0x3a507083560e3479d1132dcde13fc9e61515122316531ef3b118df4736c40505
,0.1,https://etherscan.io/tx/0xd33adcb2d05ad52733d3c389a3674cca9a96165cf7758736362e513081bb9c57
,0.0046,https://etherscan.io/tx/0x0b2a13bd3bbd8f7a4b75e98ea8acf10323354eb7cd17a3e1ee618d4cb0d4dfba
,0.25,https://etherscan.io/tx/0x2ba364c677499d3def12c3d9df013117e2d86fdc7751b68243fb08b81f238ba7
,0.1,https://etherscan.io/tx/0x5de2d5526c64ab189a52383a25320c89d373cf84e31a4a640c4181c39270f335
,0.5,https://etherscan.io/tx/0x0973c0a44cd3f736ec1f9788b1aa39a2ea061edb64703cff1d9a6f8ab0090af1
,1,https://etherscan.io/tx/0x937e0148d58b0f288ba16d04a790864c70ad7a25c975c135f863df650a9b1dee
,0.01,https://etherscan.io/tx/0x89c2f8469efea45e7dfbd86840ee75bef9ef443111d75100988be69197b3334c
,0.1,https://etherscan.io/tx/0x1d2c01429b961d3c5d89afe81d6e9afddcabfce474a2277850cb2434429c22ec
,0.1,https://etherscan.io/tx/0x1bcd92fd5c504cb0021c95e5d014791514a87e51f2c3b6bbff483b8994da6a6d
,0.03,https://etherscan.io/tx/0xb004e81743d460f813d57eef8209dbd4ccf188a82f271e8100b601a792f4a06c
,0.1,https://etherscan.io/tx/0x866eaf75e74985a4c7a0da9083ccb7ec8b32e941c81db79df69b3248ac2160fe
,0.2,https://etherscan.io/tx/0x7143174c4a2e96a7c6cfeed540d0863540f56c5e265c1c4496f0b895cebec916
,0.025,https://etherscan.io/tx/0xee0639d48f8cfc84076aa3641b24c031b87535af2eff9b081aa0f20e860cbb0c
,0.15,https://etherscan.io/tx/0x38e81c8380c7749332b6e986b582b11d6291f45e3e74650774bfbbcf9d3bdef7
,0.1,https://etherscan.io/tx/0x12e8886c195c40a574d6302b176b93bd85d46c807d4c0c1eedd2cb731a173cab
,0.008,https://etherscan.io/tx/0xc36574295c4aee6d57d8efc6242ebcb26eef7b6a0486b83aafd4f96cec923124
,13.5,https://etherscan.io/tx/0xb2d4ca3234dc440591b769e0dde62ad474c71b6c52e83beeb89b20c1b8c61e4a
,0.0466,https://etherscan.io/tx/0x1e2d5c59338e1b41de4024d8614fde0711fa2c543501029648160145782249ab
,0.116,https://etherscan.io/tx/0x2bea4ea8dcda623eecea778d52445770cd4a78babee503f8a58f27cd2f5605ed
,0.01,https://etherscan.io/tx/0xc41e9fef62ed56559f1a770a7fc722f3ac173556e2982c7fef14df4d42b11d99
,0.1,https://etherscan.io/tx/0x7139b5d5513ffe5bbaf6995c5b46be2fce9ef0848858175c47054c366c81c4c6
,0.005,https://etherscan.io/tx/0x653e91df6d83253a6601e9a16477413b45054370d63faf195fef4da65a97495d
,0.01,https://etherscan.io/tx/0x8bdf834f45575ca88283c2239092edbf54e1b4f19c4280f8954a544101ed151c
,0.1778,https://etherscan.io/tx/0x3830ba32a51365c9cb96306f7629b792102f129aaf96d531e9bb7564adb51c47
,0.05,https://etherscan.io/tx/0x0ebacdbb05eb661079d28584fcbbbf013015199e8e5d1b5776cc59d90f95ba05
,0.0048,https://etherscan.io/tx/0x23ae37758468fef56bce0f9ed7aa502fa95c0fb2233856d05cae6f3227ed85c4
,0.02,https://etherscan.io/tx/0xe399cbdffc945136378629fa69429d3438ec7c61c4383834c0241f66e23756d2
,0.01,https://etherscan.io/tx/0xdb059798465b555ce665112337d0d0872de623e673e83d16ce7918932823f9b9
,0.1,https://etherscan.io/tx/0x946a36a2706be4204ab8d4ca9e175dba62add1505cd94d63fe6f766b352ffeae
,0.1411,https://etherscan.io/tx/0x864ae1159152acfeef2d61a04c9c6becc898b2f2e87e218ca51658d9e5866fa2
,0.0135,https://etherscan.io/tx/0x67461cf64166c2619ac548c83646471a4787d73d4d010eb8149cb1a13adbfb90
,0.2,https://etherscan.io/tx/0x0c42a671a3b2f8da4bc19c5891a825981e1edea945b2832f59d52de5615fd479
,0.0017,https://etherscan.io/tx/0xd13b0cad5843630bc9ef79e3180eb416233ae7e855706dd19d1a9bbd3f2d4aa0
,1,https://etherscan.io/tx/0xc8c3344d76cb960eba6a228c951a56715352f1c6ce7b946775390760ffd95c48
,0.1,https://etherscan.io/tx/0x57b4566740c59708c30ea49b5e312345894d5d718a0c9c14e0a0155adefbda17
,0.01,https://etherscan.io/tx/0x46ae24c9c8b57eb6e0966ef5c66e7f1e5bb9e1e1afc4cd54b4b5f82259645b3b
,1,https://etherscan.io/tx/0x300ebd6e146c3dadc49f499316644bde3ddf4438423cb3330617ee6cd109b4fa
,0.1,https://etherscan.io/tx/0x071740dc8728579c39a92eb380c53d63953be54fdb9b2e84ae62d56676af2ce7
,0.06,https://etherscan.io/tx/0x0434c6a02a68948a3e5b69479bff84be56efc075dce93244dd7a76c9e15720ff
,0.01,https://etherscan.io/tx/0xc78c56d88d9743c5dfd528791a413056d16b855d3a93605b77bcf13131078144
,0.1,https://etherscan.io/tx/0x79ecd177cf6683d8851ceb735870af2517f4adf863f4a8b04d60a44949082fa3
,0.1,https://etherscan.io/tx/0xdfa32b544361970af65b69431d2982ec6f6963eebd5800186c3ce11259cfb0ca
,0.069,https://etherscan.io/tx/0xabbc8800fdccdb5924b3c8d1ffa9666f62aef8d6f328e223de4abc100ef3a9a6
,0.7,https://etherscan.io/tx/0xb7e11e36bc378d5970bb4b1e5fae1d7992d203057d5f488e4119343ef98b2bc8
,0.0233,https://etherscan.io/tx/0x027fa3d1b3a68acf7758c2ed7733a5834073ba7e6f67783c745dfb93bd403a12
,0.25,https://etherscan.io/tx/0xf5c54f7ae030c31ad716263acb61374451e078b0107c31ed70abbaefd8faac3c
,0.0116,https://etherscan.io/tx/0xd76983ed7981b86b6300c635e2cafe0f4aff95169aa464845e09d775fafd6d65
,0.05,https://etherscan.io/tx/0xce14f7a7025075e6cac36463744003dc47bc481cab7b2b391b7eae6d84762c9c
,0.2875,https://etherscan.io/tx/0xb3e4b5165a22411038af0100377e48bf22f6ef89a6fb2a9f5ff85c5cd6bbc326
,0.0035,https://etherscan.io/tx/0xad9fc4359486941115632dd2637cc06f611025fbda6b9d19e0eb4885fba2be0d
,1,https://etherscan.io/tx/0x5bd20d94aa9abf55b2e2b39287332b0e6fc5267a1fa710ac601e08abb9533351
,3,https://etherscan.io/tx/0x4459438a967a1507a8bfc743f7354c7d285bebfc5ff37103cd917ea663c4f28a
,0.13,https://etherscan.io/tx/0x415199834e0abd063143744db091560acc4b7ad1f7ff721daa3384456693277c
,0.02,https://etherscan.io/tx/0x0d80d2d96d62c15370729858a53e28db75d35b68eaa921da241f28e697bbc6a1
,0.01,https://etherscan.io/tx/0xeeb6ca450b3e7fae391ebf985b2d31170bafe4fdf3784d2a3a3865438034157a
,0.0466,https://etherscan.io/tx/0x890610074eec1be3f842365cb7efe75924362c8a87fadfde9e1343b94c734958
,0.3,https://etherscan.io/tx/0x79d1b09fde4d4f2557d00f2da0183073aa2a8b061c249756fdcf5d675a7197b1
,0.11,https://etherscan.io/tx/0x6e2a5cd270f8ab66b10ecf25b028118a4e7be78e25e11d56c1c6caf2abf905e0
,0.05,https://etherscan.io/tx/0x5eb21bc44d84d53dbc0ac2c4e12109e2a17ec8f9a0f52f0330f089521ac6105a
,0.1,https://etherscan.io/tx/0xb3b54b31f19553ec4fb946983b0beef4d43b417fca9c228348375a16eee5a48c
,0.1,https://etherscan.io/tx/0xc9770e7ef6fd429bee5858a00becefc32952a9d0da4ff54a8c59af782e7f500e
,0.01,https://etherscan.io/tx/0x1483a18655dd4f10ebb6b43c43c5dce0c7a99aac0a2787836e87cd2df290f4c1
,0.05,https://etherscan.io/tx/0xadcbbe80a78197220bbe98a77d0783958e6b70cbc4333d73d8de713e7b3c0ebe
,0.01,https://etherscan.io/tx/0x301e54142b52a5c8cf3d7eb76ffbea4b9024b23d7bd491f6afbb2bde99165bd2
,0.1,https://etherscan.io/tx/0xd567086c31a73105d8b8fc51f845d09b7066b4a9a30bde679a2f93739dd912f9
,0.1776,https://etherscan.io/tx/0x96a2bb437a9702ac9d64bb6a164c4e8713c813c642f92dec0fe0fc99d3a9b478
,0.023,https://etherscan.io/tx/0x8378b87226e08c8d454b6f6c290d350f4633cd7b536d632d8442a815a6521d6f
,0.1,https://etherscan.io/tx/0x6bc68224d7d25a0e77782bca8d7538de9454e59965a85f571b6b84797c85a3f7
,0.0116,https://etherscan.io/tx/0x29b608a3ca5588ce101ecefec9f0819d6dbb271d5c5ad99d02d96c41f3cca94c
,1,https://etherscan.io/tx/0xad25ab96f705862bed12fa58cfa479ae96d65affd00c6bf1258cdf841e6d9705
,0.01,https://etherscan.io/tx/0x6751043b351dcd8adc63dea2cd853f219a155a728546a081a7190a75799884bf
,0.05,https://etherscan.io/tx/0x6053092373d95bfefc7ebe70d51211c4ec236eed38564684d5ed07587d596f13
,0.01,https://etherscan.io/tx/0x8cf9747c192ca1be598218f6a421d81a4a179642ca065d811e4f6b92761e3bba
,0.233,https://etherscan.io/tx/0x7774d12bbff79c80f7bd4e22bed0997c676e7a9e3bcc76510d6a8138238a649e
,0.0466,https://etherscan.io/tx/0x47e4e67c4e83c1ccdf5db6d3d4817ae6feb91991aeadd8a861f496222b330d86
,0.7777,https://etherscan.io/tx/0x254c53949d9191c5dedef3ade40aa4e4489a065b325e4b87d8e7462d44868ead
,2.2,https://etherscan.io/tx/0xf87743e8a668ef7864e1e52e16406be0081c54372f243d7f8fc75a828925ec27
,0.01,https://etherscan.io/tx/0x902bca711e648a098361606a693ca69142adb9f3b87a89c78b138bfcc8b7a670
,0.02,https://etherscan.io/tx/0x055819355bb36ff0cd68d3af7a6fe7dab9c72e8bbc93cc981d4e3c997fb8428f
,0.0704,https://etherscan.io/tx/0x365183c40ab79ad698adfeaca665a52ba9bd89aeeb5625c8b3561480bb9761ce
,0.03,https://etherscan.io/tx/0xfc9745bfdaaccf93e0a98b95e3dee8e1013f020324904803804a980a9c7e8cbd
,0.15,https://etherscan.io/tx/0xc63a08fb33b9139172ce1997aeb182c6d1a76b438fe4bec0243dfd3626d69317
,0.08,https://etherscan.io/tx/0x6ba1f7cd7ca982987a60f265a328c8073a05afec710376643fd37240ed639aed
,0.0012,https://etherscan.io/tx/0x402edb0a144fa995a9996efa8575a60f4aa6ea6d95180d289885429ab81218fb
,0.0699,https://etherscan.io/tx/0x114e834c0f1212ac088dea549dbd3c2d6b155c9cc9d8c0017a926cf3b24bec65
,0.06,https://etherscan.io/tx/0xf35daa1004ba5374eadc984f8e4b7f4cbccfa32ba34728d598d0a3738a249425
,0.13,https://etherscan.io/tx/0x4d8a1fbd5c24543d3dfcba9dbb857ac3b51a50013207b2efa0e039db65528f02
,0.06,https://etherscan.io/tx/0x18d5fb3f0a85f1e03746556126aef2a88626acecd1d5c86df8885ca0b7a0d91a
,0.02,https://etherscan.io/tx/0xa832e7793839eabefc819ab5308c06fbeb8193ebc24a047d2bb64fd81b182433
,0.0169,https://etherscan.io/tx/0x5fa04f579775d7e102daae56b29b05c35afa87878d9bd0d63f11256fed5865df
,0.05,https://etherscan.io/tx/0xd523d952f38123cad54fc2f273989ad3b43afe5583e8ff5c7563181dfdcc96d8
,0.05,https://etherscan.io/tx/0x9b0855439ae5d6febb066ba5e33c918f3b974c5679e3677f823383b4566a9739
,0.0041,https://etherscan.io/tx/0x903449c9e6adff2e493f59d288c7f2d8dcdf9465cc8b9f1dce0de65da236217c
,0.0466,https://etherscan.io/tx/0x66899b59e22208129506dd876946e2e06f3f7f0b5335a9ed6fae1f8d078a916c
,0.01,https://etherscan.io/tx/0x1736e5de85d5189f925d564bed873ea0acad9ed4cf17057a87648d6c471aed8d
,0.0000,https://etherscan.io/tx/0x114d270637bfc75c3febb3710a5f56a8c6f788b8a73ad21a0bcb16a7c74bd143
,0.1,https://etherscan.io/tx/0x9c5f2957720be89b1b76030e2bd53307abd7ffd32a488e5887cb839600979676
,0.0233,https://etherscan.io/tx/0x309d8f3e2b576d55df22fd9ed876d54cc767b6fdaecdf60981f1bbc1c06d540a
,0.0932,https://etherscan.io/tx/0xbc27ebd65119b29d5b6f88a74f07dc650b3df769beb2a1ea8fed62c250ce722f
,0.025,https://etherscan.io/tx/0x7079cbf2ae4c7f09a39aca090e71203cf6f892a036f3ac769560718fb61eb001
,0.3,https://etherscan.io/tx/0x38110fd84f03174d70757ea330b67cc2171c4bbd3c7e83dd70dda9b0f53be234
,0.5,https://etherscan.io/tx/0xdbe4b761c0beee20e5aad4fbff3911cab371639ac4646bcd921a3fd7397208df
,0.4,https://etherscan.io/tx/0xaabf3b021930f70d2aa130422b18226cdbace870afb9db5d33a0a0501b6f5fda
,0.1165,https://etherscan.io/tx/0x401361abfb9581a181c239dcecd7751bd9e94b789aef10c0736a4b1d229a5681
,0.08,https://etherscan.io/tx/0x1a68c216ded96d01c97e902e531fdd3f57d92861a6b5079e191a971ad666d6d4
,0.2,https://etherscan.io/tx/0xed6273e7f2fbaf0402bbab46775db6f423eec788f282c3404b3668c0a6ae43ca
,1,https://etherscan.io/tx/0xb008f4672a862aa2c0b877373e7f55f554d38e2b15346bcdd944fdaa011a8145
,0.2,https://etherscan.io/tx/0xa2bd67b36ae62784104b4dc83060c0050c891ceb9db5d97d16e68e59dc3c057a
,0.1,https://etherscan.io/tx/0x2b28d4ae4991920660828ac047f649f08ed36444bc8c2c1c621549f9cfb7503b
,0.05,https://etherscan.io/tx/0x25f59dea29337c75700aa671d5e73be785d35c067df5038385f56b9333db9e20
,0.04,https://etherscan.io/tx/0x528a83bf8d695bca19f8673e15bea5f50354a350db86c9308f7bf54f0511d80c
,1,https://etherscan.io/tx/0x126902dcb637c1462e13b1c62dabbeab1232dd281f8e582973634ab854eab47e
,0.0233,https://etherscan.io/tx/0xd003b414b23772ec7e0ab70a00ada63aec4ee11e5913eacdcaa18321a8ae2941
,0.01,https://etherscan.io/tx/0x1cc5e7871117190472ddd9be411f343dd7810077b9d36239f1ab5de4843d6c61
,0.1,https://etherscan.io/tx/0xd49a0f1fd272fbd4c03f0b7c15e303a0ea786b0c46d919e32a6596281ce2b406
,0.02,https://etherscan.io/tx/0xb83ac5000a4491146daf67bf095cf65084aefb63632ad791567a5826d768d0d1
,0.25,https://etherscan.io/tx/0x58f816dd54584fc6b84ec6c828c2314a4dd00a859c041c9f355ff80a2b29eb49
,0.25,https://etherscan.io/tx/0x56a3427c80065d772aa3a903044cd1e15bbaf52b2d6005942ed324c087e53119
,0.03,https://etherscan.io/tx/0x2e2706454b47ae0b8e098fe61266dcbbbf6d7abf8c25898d4da908e51313e2b8
,1,https://etherscan.io/tx/0x270f2b92759349d55a9a0eb5661acd4f64d11312b292554ee8f0f7ca9fe6566a
,0.0799,https://etherscan.io/tx/0x935c7f15548b61f507afc36be1a8d1654fa14f0ef6d6788c2294b8b6a970be27
,0.06,https://etherscan.io/tx/0x8d300f0ac4e32cf693b7dc36ddab12fb02258c326699653eb70e527c03f8fb35
,0.5,https://etherscan.io/tx/0x8210dca3a0aafb849944aa0dd0976fde73022af3ce9b936bdb0a3e2e2ded3bab
,0.0582,https://etherscan.io/tx/0x6d72130c9948b38945e13fa6e351fcee952c15807031b545f74f8c1b4fea1fe6
,0.1,https://etherscan.io/tx/0xf661d51711656058f8ea805a1f2b00d4a93f44dd7f55e45697d3bb3f2ec37dfe
,0.25,https://etherscan.io/tx/0xe540f20e0ded790dfeedbc8a00ec67d479440aaae5cf14fe41227ce5d3d6df4e
,0.0093,https://etherscan.io/tx/0xbc6ae061c5afe17652cf463e240e63091f972fddcbdc04a3f07006cbf552ef41
,0.2,https://etherscan.io/tx/0xb31e74ff5fc7bf97c2067e5b3b83fc48ebd94c31d10f4978c50883cb89a09053
,0.1,https://etherscan.io/tx/0x26424dfc603f583557aa2eadf52f268d00307e565c1f435ec05fc20d7b7efde6
,0.05,https://etherscan.io/tx/0x1c240dbaff8008ee2ea193e58d61790b16995a9c316bc0b6d8413e83a4082ee3
,0.0235,https://etherscan.io/tx/0xb0dc99ab564060c1ec3bbaa8366eb3ddb3b2c3af3d2f145f78de8c7d5f9236c3
,0.05,https://etherscan.io/tx/0xaf859e2ba1e76fba1b0e1f44e36c81eab740eb83dc2ce023530be26351198583
,0.6,https://etherscan.io/tx/0x98d06addb433a67de153711316b7ca79074cb37050585112591c7b61d62d657e
,1,https://etherscan.io/tx/0x85495a718f45f3ab36bec392d53c3841c67f4e327fb906e347cfb79d2e988724
,0.0582,https://etherscan.io/tx/0x0dc1e6fb5e6a1f9aeaa6736b40082f57379132c8ef62f84a15a459f573c93da6
,0.015,https://etherscan.io/tx/0x875a24d6d60fa7245580e7550857610eae49c0a92f298029d7db7965d0291ac9
,0.088,https://etherscan.io/tx/0xca2e4ffd571cf134e903465e03da0e5730a4e366ba29d9a480e3816183cd14b1
,0.15,https://etherscan.io/tx/0x75c4a7de81346d33c279f7981a6f6fcd7239c279cbfdad4db7f47c1fb88f31ec
,0.01,https://etherscan.io/tx/0x1269b8313423c3c9154f42dd6efdb69669e14b5000d7bd5d938e6c08e30324c0
,0.08,https://etherscan.io/tx/0x0ff84b635bb8a020f091dd2b21e2e2b9edc101353109c70b2626b1873a868f37
,0.0041,https://etherscan.io/tx/0x035ae555451a03c23570e849fe54a4af8bfefe9db428e615d8f9decbfeffaab7
,0.005,https://etherscan.io/tx/0x8f0cece7d3e38185c50dd0d94eb63dbb474f1b4060833ae4ae1e0a5e63d0ce8e
,0.1,https://etherscan.io/tx/0xa3ac600a7ae5af552f8a721725489b219689eeb0c13616b447983a336b44d90b
,0.02,https://etherscan.io/tx/0x052f7b3b8253bc1048d44a2eb196463550d4656b353a0a6bc462210fff20f93b
,0.2327,https://etherscan.io/tx/0x362db09f892ac7ae75a550fec78f9d3fe91aef01f8c1b40f8a09c720a1401c20
,0.01,https://etherscan.io/tx/0x952ba89a7851d6d130b47439399c321fb5e4383cb27a5350e8c7a32076ff0f3d
,0.5,https://etherscan.io/tx/0x8f59461c4adb080c83f3e9188600b1489a2fe2d3f2f9fbefe82240ce7e49f6b4
,0.05,https://etherscan.io/tx/0x649663d8f3e34fc6c6c055412dd043e088bce4a04c4a1e0247e1ca819147b1e8
,0.02,https://etherscan.io/tx/0xd5858c9a8d2b7f0516057453129f24b1dd2b8bd7e5dc6bc023037b9c953e704a
,0.01,https://etherscan.io/tx/0x0e30371b9779a8e621b11e4dea83b284e8e95a5b864f9ea23e31db5bba581907
,0.002,https://etherscan.io/tx/0xeb97a2b9bf441a9fc070b6e17d272eeb7a86d91cdc432f16b33ec2a418a941cd
,0.1,https://etherscan.io/tx/0xb8ae34e9e959f5dd3e48aac2f474ab958f6e2a0ea02e0067569323e4191bdbf1
,0.05,https://etherscan.io/tx/0x5190b3351cb72b015ebc4b34036d15fbdc60aacd4a9380ef291dc5ccbb5abd47
,0.01,https://etherscan.io/tx/0xf26016fa89efa4d87a82a4a6d83b7f406abdb0ee88e4ee9c2cd337bdb1a2e1fc
,0.005,https://etherscan.io/tx/0x79b68855b9384687a58341f97eca3460736524031cad8b8cb1dadf7e5a96f8d7
,0.0701,https://etherscan.io/tx/0xadd69e9937b4287cc772e14f50e79a7454e24129c1f361353b58553b6adedd79
,0.01,https://etherscan.io/tx/0x94edc59793e84316d81e3c380efe146b1396e5e25dabf9c76a52b4812f1c8a26
,0.001,https://etherscan.io/tx/0x564725fc075bd52e7cf0e3b97ac6441293167df4596b27fb3840dde2fb75ff3c
,0.1,https://etherscan.io/tx/0xe24ad4860beaf360a3262423d3c8bcbf9a1e2855aacdca462618374e11aee40d
,0.03,https://etherscan.io/tx/0xc5d3497afed310dd45e93dfce58c405948eb1e575f22746bda8f2e5f22cfeeb1
,0.15,https://etherscan.io/tx/0x67a8b1c6e73cea3de286b84263e22b6604257ca0c709e0481fb9d32fd24a94c3
,0.1,https://etherscan.io/tx/0x002f4a4b1c6607ba7846a3ec2b73f19c792b28f4de87b656e4e8a19a8103961f
,0.1182,https://etherscan.io/tx/0xad4261a579028ee9587ddbe1080ad6f407de56c0e98c11a946486c6d1f76e7dc
,0.01,https://etherscan.io/tx/0x37cc337dba1a1f135b65e666f884cfd3ec3d713237ed38220fcd1b44749274f5
,0.1,https://etherscan.io/tx/0xdf99850998d72f3e71212a6f4792ef575220a25a1593cf92ec9b4a293c1b1f2f
,0.0409,https://etherscan.io/tx/0x4258b1debc91e4077ce3cb7fed872efd667348b41d5a8b0fbde5bd752854d127
,0.05,https://etherscan.io/tx/0xbd40e173ac07ae8f73d7d7dba124201a960c4b42cf52bc4a678b011ff0acf45f
,0.025,https://etherscan.io/tx/0x54f52864fd6fb467544490b0748692c9f5671521e46a634a30f34f4d39d4947a
,0.008,https://etherscan.io/tx/0x0bee3727688f86575bdee8f2e7005bd356728d45ba7b595f168a0528004ea65a
,0.001,https://etherscan.io/tx/0xf1cd1374738ba4bcc5866d18367f1a9552d9d2dfa9eec7504aeae4f65440b3bf
,0.05,https://etherscan.io/tx/0x0018f9b256222965deddc039b268fe9490ed79727fd5bcab95af34715b26d968
,0.04,https://etherscan.io/tx/0x34c1ad38b4348426de6b1fe60fe8730fdedc17daa58a39dbdea9a9960e71019d
,0.1,https://etherscan.io/tx/0x2e16a646a88d30dbc283d8d5d81a08adccfcefc27ceb0309b78044c5459846ee
,0.1,https://etherscan.io/tx/0x07a4ca3a4a1941479c0b9db2bfc41d9eefacb64f6c3b19dca0a17fea907d75e6
,2,https://etherscan.io/tx/0xdf117524a30a4143569c6cc04655ef6d6b457540f6c9811bba8ce5ea7c0ed0a7
,0.1,https://etherscan.io/tx/0xde6927d26c4792b1ae10209ade6be1466f39d73219fa4dbcd43c1566c1388767
,0.01,https://etherscan.io/tx/0xd7a34cdb608657782f457f30f19f6f8668b26f4cc0734a9b86fc08dd3813ca4a
,0.01,https://etherscan.io/tx/0x23915f9c3e6505751653f4ce7e732fa5ede9ea8d40d77ed9f1cd93a35c77ffc2
,0.01,https://etherscan.io/tx/0x06761b9c00bd49d08d3e077a607216c47b8172bc1a2493bab39bbde661aaa4f5
,0.0235,https://etherscan.io/tx/0x0204bddff03e57f28a66b5c73ae4fba460d8a95d4f89e467dc6ddaedb4a02072
,0.01,https://etherscan.io/tx/0xf3dc0efa7d39ceb12603273e62233aea78abb3d4b0d53330153361dd687e0509
,0.1,https://etherscan.io/tx/0x44b194f75c7e24667473923658753394ef2c027d7974ec819e292d54c0a47491
,0.0116,https://etherscan.io/tx/0xffd008859ea33ad701da4b784f8d293a4b908a4d869c7774a807860473770f90
,0.018,https://etherscan.io/tx/0xf02e59e6a24e6b15fe8efefb5c6727eef2b9ff86af3c11f5ccdee4af6da5a7d5
,0.02,https://etherscan.io/tx/0xbc5a0acfc1035d00d44008cdcb31c1f598aed7845fab1c803f8411d9a116d1d7
,0.035,https://etherscan.io/tx/0x74981a23e3d822cf6dbf87b91f94bc637885c21399190ae04d519860bb95b5a4
,0.05,https://etherscan.io/tx/0xcb3f6a56a4f00395eef7144c4a62054734400a3bcedda5e01e67fc8a2ad02603
,0.2,https://etherscan.io/tx/0xc1051ad28448cf216f03d030cc62ee1749b6ff35757f0358ca45119ca0cd85d8
,1.5,https://etherscan.io/tx/0x0c288f733e971d21be5f60b28ff7d8d0adb3636f38566230fbe7a458e7fd2a4c
,1,https://etherscan.io/tx/0xf4dda2faa6ec4329dca96177e3dc70c4ca4efd302dba55007043c9df89e1ec82
,0.087,https://etherscan.io/tx/0x5959f54fc2ddf06ec070ed0650dcab740391271a20dbfb48cbe9a8a266bce0a1
,0.1,https://etherscan.io/tx/0xbc780afe5e872c80c25b1658e06bad9f4a458af71daa6c7fbb609d689dd9052a
,0.0117,https://etherscan.io/tx/0xfbd2ac8fc308cf2a51d420e2d05c9b8c8094d78416ad43e6a00c23fce0dadf71
,0.001,https://etherscan.io/tx/0xf65accc45f566cb883ccc1ac4043b47515934c19155fd9ad0fb2eb2b6cf5c5e8
,0.08,https://etherscan.io/tx/0x302518bb0a4601327880978f07a17b9e851cfa18c08ba8d726a54236f1cf9548
,0.01,https://etherscan.io/tx/0xf0df92e91596c82fef4a8e4271c166df1ab9a56aa6b0313d67aaf54c3d3600d5
,5,https://etherscan.io/tx/0x3631955d92b9f3da23ec822ad42ae5d191b70c55586ebf2a8cd90a6a354b7de3
,0.1,https://etherscan.io/tx/0xa45894d592e883f7b5034b15950d880fe678bf72614453ac5d6a200fdcf50956
,0.1,https://etherscan.io/tx/0x9d87e580ad55a89c283e2542398744f22ecd19e4b1a2e1b8fe82a578d3e7bad8
,0.02,https://etherscan.io/tx/0x5e60a06c1c5808bd8b6aa0e711d35e59ac8a3239f3cc00cdc0954667860b2ab6
,1.2,https://etherscan.io/tx/0x2578da71effb75bd757e3d4a0701119c733e6126ca09c1c0770a191d1393906f
,0.0178,https://etherscan.io/tx/0xf44b88f45d424b7fecc1d44bf81a542ba6b686bd65b6403819826a5a64b92021
,0.005,https://etherscan.io/tx/0xca4e07023891d643627020f13f6590c416efb941e4fdd2901d239a9780fdc7c0
,0.05,https://etherscan.io/tx/0xc7fad53987d074116b528f7e8fb157a66a574e06ec154794e56c01dde5da0a21
,0.0094,https://etherscan.io/tx/0x55607a86776a1d2ac3a5becc0d1ac273a1fcfaa10cbbc599808d8be476003a09
,0.002,https://etherscan.io/tx/0x52a08dd2f37178f8054a8f5ab2239b7a9cf4cbd605ac446a1f45be4ec1a34e12
,0.2,https://etherscan.io/tx/0xcec91c2049b31f78cc8bddb2f0342c60061f308681386f598695eb83b0212ea7
,0.03,https://etherscan.io/tx/0xb2009aed9b109e16537e7f5b19e4b0227030abaae4bb7456dae0f0f5f9dbff22
,0.01,https://etherscan.io/tx/0x9efe89ee2c9bf8e766c532d3e085e8d45ffd3a42866d63d322ea03b51176a58b
,0.05,https://etherscan.io/tx/0x7ee57abfd8757b4644a202e20bc4d83902c4c1c1c7989d35e25da62e2ec9f2c2
,0.1,https://etherscan.io/tx/0xac1b2ab047e52e2394db1deb59d8bc618bc8720dc574100f45d757c12e8f6fc1
